link,price,name,location,features,description,store,city,rooms,wc,area
https://www.pisos.com/comprar/piso-raco_de_oix03503-31730840884_109300/,142.0,Piso en Benidorm,Racó de l'Oix (Benidorm),"['1 hab.', '2 baños', '55 m²', '8ª planta']","***solicitenos la visita virtual***
Soy juan carlos egea de iad españa, su inmobiliaria en benidorm y la costa blanca, le presenta...",https://www.pisos.com/microsite-id_espana/,Benidorm,1,2,55
https://www.pisos.com/comprar/piso-benidorm_centre03501-14266423625_100500/,99.0,Piso en Centre,Centre (Benidorm),"['3 habs.', '1 baño', '80 m²', '4ª planta']","Piso en benidorm zona centro, 80 m. De superficie, 3 habitaciones dobles,  un baño, propiedad en buen estado, cocina equipada.
 A ...",,Benidorm,3,1,80
https://www.pisos.com/comprar/apartamento-platja_de_ponent03502-24186767712_108500/,389.0,Apartamento en Platja de Ponent,Platja de Ponent (Benidorm),"['3 habs.', '2 baños', '128 m²']","Una atalaya al mediterráneo 

Una soberbia torre de cristal que se yergue frente al mar con 196 viviendas de nueva construcción en...",,Benidorm,3,2,128
https://www.pisos.com/comprar/piso-poble_de_ponent03502-32548241430_100500/,75.0,Piso en Colonia Madrid,Poble de Ponent (Benidorm),"['2 habs.', '1 baño', '59 m²', '3ª planta']","Piso en benidorm zona colonia madrid, 59 m. De superficie, 1000 m. De la playa, 2 habitaciones dobles,  un baño, propiedad para re...",,Benidorm,2,1,59
https://www.pisos.com/comprar/apartamento-platja_de_ponent03502-19236981161_100500/,407.0,Apartamento en Avinguda de Puerto Rico,Platja de Ponent (Benidorm),"['2 habs.', '2 baños', '104 m²', '1ª planta']","Apartamentos en venta en uno de los residenciales más emblemáticos de benidorm, sunset cliffs en segunda línea de la playa de poni...",,Benidorm,2,2,104
https://www.pisos.com/comprar/apartamento-platja_de_llevant03503-28429275458_100500/,230.0,Apartamento en Avenida del Mediterraneo,Platja de Llevant (Benidorm),"['1 hab.', '1 baño', '50 m²', '1ª planta']","Venta de estupendo apartamento recién reformado, situado en segunda línea de la playa de levante y el famoso paseo marítimo de ben...",,Benidorm,1,1,50
https://www.pisos.com/comprar/piso-benidorm_centre03501-30857102462_109300/,115.0,Piso en Ayuntamiento,Centre (Benidorm),"['3 habs.', '1 baño', '88 m²']",Piso en venta en el centro de benidorm rodeado de todo tipo de servicios y muy cerca de la playa.&nbsp;dispone de:- salón comedor ...,,Benidorm,3,1,88
https://www.pisos.com/comprar/atico-platja_de_ponent03502-28386642408_109300/,475.0,Ático en Benidorm,Platja de Ponent (Benidorm),"['2 habs.', '2 baños', '138 m²']","***solicite visita virtual*** 
Soy mario andries, su agente inmobiliario de iad españa, en benidorm y la costa blanca, y le presen...",https://www.pisos.com/microsite-id_espana/,Benidorm,2,2,138
https://www.pisos.com/comprar/piso-platja_de_ponent03502-29181361091_100500/,340.0,Piso en Coblanca,Platja de Ponent (Benidorm),"['2 habs.', '2 baños', '103 m²', 'Bajo']","Piso en benidorm zona coblanca, 103 m. De superficie, 450 m. De la playa, 2 habitaciones dobles, 2 baños, propiedad para entrar a ...",,Benidorm,2,2,103
https://www.pisos.com/comprar/piso-raco_de_oix03503-24193805479_100500/,110.0,Piso en Racó de l'Oix,Racó de l'Oix (Benidorm),"['1 hab.', '1 baño', '48 m²', '10ª planta']","Piso en benidorm zona levante, 48 m. De superficie, 6 m² de terraza,  una habitación doble,  un baño, propiedad para reformar, car...",,Benidorm,1,1,48
https://www.pisos.com/comprar/apartamento-raco_de_oix03503-21764023597_100500/,90.0,Apartamento en Racó de l'Oix,Racó de l'Oix (Benidorm),"['1 hab.', '1 baño', '45 m²', '1ª planta']","Se vende coqueto apartamento en benidorm, zona rincón de loix llano. 
 La vivienda tiene un dormitorio, cuarto de baño, salón-come...",https://www.pisos.com/microsite-inmobilaria_sol_de_poniente/,Benidorm,1,1,45
https://www.pisos.com/comprar/piso-platja_de_ponent-6711762313_515971/,140.0,Piso en calle del Mar,Platja de Ponent (Benidorm),"['1 hab.', '1 baño', '60 m²', '1ª planta']",Precioso apartamento de un dormitorio a 50 metros del mar entre las calas de benidorm y finestrat. Urbanizacion con todos los serv...,,Benidorm,1,1,60
https://www.pisos.com/comprar/piso-platja_de_llevant03503-29180912167_100500/,375.0,Piso en Centro,Platja de Llevant (Benidorm),"['3 habs.', '2 baños', '103 m²', 'Bajo']","Este piso se encuentra a tan solo 2 min a pie de la playa levante con su famoso paseo marítimo y variedad de cafeterías, restauran...",,Benidorm,3,2,103
https://www.pisos.com/comprar/chalet-platja_de_ponent03502-32564938101_106700/,1350.0,Chalet en Platja de Ponent,Platja de Ponent (Benidorm),"['3 habs.', '3 baños', '421 m²']","Increíble villa de alto lujo con piscina, jardín y vistas al mar en una zona premium de benidorm - finestrat

Plazo de entrega: di...",,Benidorm,3,3,421
https://www.pisos.com/comprar/apartamento-platja_de_llevant03501-18359521909_108500/,309.75,Apartamento en Platja de Llevant,Platja de Llevant (Benidorm),"['3 habs.', '1 baño']","Amplio apartamento en el centro  de benidorm a 60m de la playa. La vivienda esta reformada consta de 3 dormitorios, un baño, cocin...",,Benidorm,3,1,0
https://www.pisos.com/comprar/apartamento-platja_de_llevant03503-29234553748_108500/,225.0,Apartamento en Platja de Llevant,Platja de Llevant (Benidorm),"['1 hab.', '1 baño']","Precioso apartamento en la segunda línea del mar ,reformado completamente con altas calidades. Vivienda muy soleada en ubicación i...",,Benidorm,1,1,0
https://www.pisos.com/comprar/apartamento-raco_de_oix03503-30076292889_100500/,128.0,"Apartamento en Carrer de la Sierra Dorada, 6",Racó de l'Oix (Benidorm),"['1 hab.', '1 baño', '63 m²', '12ª planta']","Amplio apartamento en venta  de 1 dormitorio con dos terrazas, situado al final de la playa de levante.
 
La vivienda se distribuy...",,Benidorm,1,1,63
https://www.pisos.com/comprar/casa-poble_de_llevant03501-30064070889_105600/,880.0,Casa en Poble de Llevant,Poble de Llevant (Benidorm),"['4 habs.', '3 baños', '590 m²']",Preciosa villa mediterr&aacute;nea contempor&aacute;nea en una de las zonas m&aacute;s solicitadas de benidorm: la urbanizaci&oacu...,,Benidorm,4,3,590
https://www.pisos.com/comprar/apartamento-poble_de_llevant03502-29247859466_100500/,125.0,Apartamento en Nuevos Juzgados,Poble de Llevant (Benidorm),"['2 habs.', '1 baño', '100 m²', '11ª planta']","La vivienda goza de orientación este , frontal al mar,  donde poder disfrutar de unas vistas de todo benidorm desde su bonita terr...",https://www.pisos.com/microsite-inmobilaria_sol_de_poniente/,Benidorm,2,1,100
https://www.pisos.com/comprar/apartamento-raco_de_oix03503-31710512169_100500/,123.0,Apartamento en Rincon de Loix,Racó de l'Oix (Benidorm),"['1 hab.', '1 baño', '55 m²', 'Bajo']","Apartamento reformado, ubicado en benidorm, rincon de loix (zona llana)

La propiedad está en un quinto piso con ascensor.

El apa...",,Benidorm,1,1,55
https://www.pisos.com/comprar/chalet-poble_de_ponent03502-30885540293_109300/,870.0,"Chalet en calle de Managua, 8",Poble de Ponent (Benidorm),"['3 habs.', '3 baños', '513 m²']",Chalet a estrenar en área urbana de benidorm.&nbsp;un chalet de alto standing situado en una ubicación soñada. &nbsp;villlas de 2 ...,,Benidorm,3,3,513
https://www.pisos.com/comprar/apartamento-raco_de_oix03503-25886819307_108500/,650.0,Apartamento en Racó de l'Oix,Racó de l'Oix (Benidorm),"['6 habs.', '5 baños', '328 m²']","El ""pack"" corresponde a la conversión de un local en la construcción de 5 apartamentos en planta baja. Aunque están situados en la...",,Benidorm,6,5,328
https://www.pisos.com/comprar/piso-platja_de_ponent03502-5060286641_100500/,250.0,Piso en Platja de Ponent,Platja de Ponent (Benidorm),"['2 habs.', '2 baños', '90 m²', '6ª planta']","Piso situado en la mejor playa de benidorm, espectaculares vistas, acceso directo a la playa, planta 6 de esquina, gran salon con ...",,Benidorm,2,2,90
https://www.pisos.com/comprar/apartamento-platja_de_ponent03502-25874345030_108500/,550.0,Apartamento en Platja de Ponent,Platja de Ponent (Benidorm),"['3 habs.', '1 baño']",Bonito apartamento en  una zona en pleno auge en 1!Linea de la playa de poniente  de benidorm denominada actualmente como el mejor...,,Benidorm,3,1,0
https://www.pisos.com/comprar/atico-raco_de_oix03503-94215772133_100500/,445.0,Ático en Racó de l'Oix,Racó de l'Oix (Benidorm),"['3 habs.', '2 baños', '190 m²']","Impecable ático dúplex en benidorm zona levante, 190 m. De superficie, 60 m² de terraza, 500 m. De la playa, 3 habitaciones dobles...",,Benidorm,3,2,190
https://www.pisos.com/comprar/piso-benidorm_centre03501-25863849912_100500/,128.0,Piso en Centre,Centre (Benidorm),"['3 habs.', '1 baño', '85 m²', '3ª planta']","Piso en benidorm zona centro, 85 m. De superficie, 3 habitaciones dobles,  un baño, propiedad para entrar a vivir, cocina equipada...",,Benidorm,3,1,85
https://www.pisos.com/comprar/atico-benidorm_centre03501-20079230935_100500/,168.5,Ático en Centro,Centre (Benidorm),"['3 habs.', '1 baño', '92 m²']","Ático en benidorm zona centro, 92 m. De superficie, 500 m. De la playa, 3 habitaciones dobles,  un baño, propiedad reformada, coci...",,Benidorm,3,1,92
https://www.pisos.com/comprar/piso-poble_de_llevant03503-26762725155_100500/,350.0,"Piso en calle de Lepanto, 14",Poble de Llevant (Benidorm),"['2 habs.', '2 baños', '102 m²', 'Más de 20']","¡¡¡Precio negociable!!! ¡¡¡Gran oportunidad!!

Exp vende precioso piso en benidorm (alicante), planta 22 de 23 alturas con unas vi...",https://www.pisos.com/microsite-exp_realty/,Benidorm,2,2,102
https://www.pisos.com/comprar/piso-benidorm_centre03501-17557904257_100500/,155.0,Piso en Centro,Centre (Benidorm),"['3 habs.', '1 baño', '82 m²', '5ª planta']","Piso en benidorm zona centro, 82.00 m. De superficie, 3 habitaciones dobles,  un baño, propiedad en buen estado, orientación sures...",,Benidorm,3,1,82
https://www.pisos.com/comprar/casa-poble_de_ponent03502-28341126840_101800/,275.0,Casa en Benidorm,Poble de Ponent (Benidorm),"['2 habs.', '2 baños', '75 m²']","A tan solo 3 minutos de benidorm, muy cerca de la parada de tram, y de todos los servicios que ofrece esta magnifica ciudad como s...",,Benidorm,2,2,75
https://www.pisos.com/comprar/apartamento-benidorm_centre03501-22517434058_108500/,143.0,Apartamento en Centre,Centre (Benidorm),"['3 habs.', '2 baños', '70 m²']","Apartamento de tres dormitorios en la parte izquierda de la avenida jaime i, bajando hacia el mar, por lo tanto soleado desde medi...",,Benidorm,3,2,70
https://www.pisos.com/comprar/apartamento-platja_de_llevant03501-29232126442_100500/,295.0,Apartamento en Levante,Platja de Llevant (Benidorm),"['3 habs.', '1 baño', '85 m²', '2ª planta']","Ocasión, amplio piso con licencia turística en venta en segunda línea de la playa de levante de benidorm.

La vivienda cuenta con ...",,Benidorm,3,1,85
https://www.pisos.com/comprar/piso-platja_de_ponent03502-30058303884_100500/,309.9,Piso en Poniente,Platja de Ponent (Benidorm),"['3 habs.', '2 baños', '130 m²', 'Bajo']","Se vende este precioso piso ubicado en la playa poniente cerca de todos los servicios. Urbanización con piscina, pistas de tenis, ...",,Benidorm,3,2,130
https://www.pisos.com/comprar/piso-poble_de_llevant03501-30070009857_100500/,138.0,Piso en Mercadona,Poble de Llevant (Benidorm),"['2 habs.', '1 baño', '43 m²', '11ª planta']","Piso en benidorm zona mercadona, 43 m. De superficie, 700 m. De la playa, 2 habitaciones dobles,  un baño, propiedad para entrar a...",,Benidorm,2,1,43
https://www.pisos.com/comprar/apartamento-platja_de_ponent03502-18372595028_108500/,355.0,Apartamento en Platja de Ponent,Platja de Ponent (Benidorm),"['3 habs.', '2 baños', '125 m²']","Amplio apartamento de 3 dormitorios uno en suite ,la vivienda es de origen pero en buen estado. Urbanización con piscina y zonas v...",,Benidorm,3,2,125
https://www.pisos.com/comprar/apartamento-platja_de_ponent03502-16703014805_100500/,147.368,Apartamento en Platja de Ponent,Platja de Ponent (Benidorm),"['1 hab.', '1 baño', '55 m²', '14ª planta']","Cala benidorm vendo apartamento de un dormitorio,cocina americana,cuarto de baño con bañera,vistas inmegorables al mar,plaza de pa...",https://www.pisos.com/microsite-milpisos_es_994898_0/,Benidorm,1,1,55
https://www.pisos.com/comprar/piso-benidorm_centre03501-31751566898_109300/,284.21,Piso en Benidorm,Centre (Benidorm),"['4 habs.', '2 baños', '208 m²', '6ª planta']","***solicite visita virtual***
Iad españa, su inmobiliaria en benidorm y la costa blanca, le presenta este ático dúplex con dos fab...",https://www.pisos.com/microsite-id_espana/,Benidorm,4,2,208
https://www.pisos.com/comprar/apartamento-poble_de_llevant03503-14181363153_100500/,79.0,Apartamento en Avenida Europa,Poble de Llevant (Benidorm),"['1 hab.', '1 baño', '46 m²', '4ª planta']","Se vende coqueto apartamento, cerca de avda de europa, exterior. Muy luminoso. Totalmente reformado. Totalmente amueblado. Electro...",https://www.pisos.com/microsite-milpisos_es_994898_0/,Benidorm,1,1,46
https://www.pisos.com/comprar/piso-poble_de_llevant03503-19248031112_100500/,181.0,Piso en Poble de Llevant,Poble de Llevant (Benidorm),"['2 habs.', '2 baños', '99 m²', '5ª planta']","Piso en benidorm zona levante, 99 m. De superficie, 12 m² de terraza, 600 m. De la playa, 2 habitaciones dobles, 2 baños, propieda...",,Benidorm,2,2,99
https://www.pisos.com/comprar/piso-poble_de_llevant03502-88374540384_104400/,173.5,Piso en Avenida L Aigüera,Poble de Llevant (Benidorm),"['3 habs.', '2 baños', '100 m²', '5ª planta']","Piso en benidorm en zona avenida l aigüera, con 100.00 m. De superficie, 1000 m. De la playa, 3 habitaciones dobles, 2 baños, coci...",,Benidorm,3,2,100
https://www.pisos.com/comprar/piso-raco_de_oix03503-27524854539_100500/,210.0,Piso en Racó de l'Oix,Racó de l'Oix (Benidorm),"['2 habs.', '2 baños', '90 m²', '9ª planta']","Piso en benidorm zona levante, 90 m. De superficie, 15 m² de terraza, 400 m. De la playa, 2 habitaciones dobles, 2 baños, propieda...",,Benidorm,2,2,90
https://www.pisos.com/comprar/piso-benidorm_centre03501-27529360451_100500/,160.0,Piso en Centre,Centre (Benidorm),"['4 habs.', '1 baño', '105 m²', '3ª planta']","Piso en benidorm zona centro, 105 m. De superficie, 550 m. De la playa, 4 habitaciones dobles,  un baño, propiedad de origen, coci...",,Benidorm,4,1,105
https://www.pisos.com/comprar/piso-raco_de_oix03503-17573448657_100500/,128.0,Piso en Racó de l'Oix,Racó de l'Oix (Benidorm),"['3 habs.', '3 baños', '80 m²', '6ª planta']","Piso en benidorm zona rincon de loix, 80 m. De superficie, 400 m. De la playa, 3 habitaciones dobles, 3 baños, propiedad en buen e...",,Benidorm,3,3,80
https://www.pisos.com/comprar/apartamento-poble_de_llevant03502-30929552155_100500/,90.0,Apartamento en Juzgados,Poble de Llevant (Benidorm),"['1 hab.', '1 baño', '58 m²', '11ª planta']","Apartamento en benidorm zona juzgados, 58.00 m. De superficie, 8 m² de terraza, 600 m. De la playa,  una habitación doble,  un bañ...",https://www.pisos.com/microsite-empire_premium_real_estate/,Benidorm,1,1,58
https://www.pisos.com/comprar/apartamento-platja_de_llevant03503-30038543036_108500/,399.0,Apartamento en Platja de Llevant,Platja de Llevant (Benidorm),"['3 habs.', '2 baños']","Vivienda de tres habitaciones originales con armarios empotrados forrados ,persianas automáticas ,dos baños ,salón comedor cocina ...",,Benidorm,3,2,0
https://www.pisos.com/comprar/apartamento-benidorm_urbanitzacions03500-878654962_273600/,115.0,Apartamento en Cala Finestrat,Benidorm,"['1 hab.', '1 baño', '57 m²', '6ª planta']","Apartamento en cala finestrat - benidorm, en venta
Superf. 57 m², 1 habitación doble, 1 baño, cocina equipada, salón comedor con t...",,Benidorm,1,1,57
https://www.pisos.com/comprar/casa-urbanitzacions-21761973098_108500/,690.0,Casa en Urbanitzacions,Urbanitzacions (Benidorm),"['3 habs.', '3 baños', '230 m²']",Villa moderna con panorámicas vistas[iw].,,Benidorm,3,3,230
https://www.pisos.com/comprar/casa-poble_de_llevant03502-30042513289_105600/,870.0,Casa en Poble de Llevant,Poble de Llevant (Benidorm),"['3 habs.', '3 baños', '260 m²']","Gran oportunidad de comprar chalet individual de obra nueva cerca del centro de benidorm en zona residencial, cerca de espacios ve...",,Benidorm,3,3,260
https://www.pisos.com/comprar/apartamento-raco_de_oix03503-30047162194_100500/,147.0,Apartamento en Rincon de Loix,Racó de l'Oix (Benidorm),"['2 habs.', '1 baño', '70 m²', '2ª planta']","Apartamento en benidorm zona rincon de loix, 70 m. De superficie,  2 dorm (+1 en terraza),  un baño, propiedad en buen estado, coc...",,Benidorm,2,1,70
https://www.pisos.com/comprar/apartamento-poble_de_llevant03503-21756204554_100500/,250.0,Apartamento en Poble de Llevant,Poble de Llevant (Benidorm),"['2 habs.', '2 baños', '114 m²', 'Más de 20']","Disfruta de unas impresionantes vistas desde este ático de en sueño, con 2 dormitorios dobles y armarios empotrados forrados en su...",https://www.pisos.com/microsite-inmobilaria_sol_de_poniente/,Benidorm,2,2,114
https://www.pisos.com/comprar/atico-poble_de_llevant03502-30050259159_100500/,143.168,Ático en Colonia Madrid,Poble de Llevant (Benidorm),"['2 habs.', '1 baño', '98 m²']","Ático en benidorm zona colonia madrid, 98 m. De superficie, 25 m² de terraza, 950 m. De la playa, 2 habitaciones dobles,  un baño,...",,Benidorm,2,1,98
https://www.pisos.com/comprar/apartamento-benidorm_centre03501-13381370348_108500/,83.0,Apartamento en Centre,Centre (Benidorm),"['3 habs.', '1 baño', '75 m²']","Oportunidad inmobiliaria en benidorm, vivienda en zona centro al lado del parque de la higuera, la vivienda se encuentra en buen e...",,Benidorm,3,1,75
https://www.pisos.com/comprar/piso-poble_de_llevant03502-32561645682_100500/,135.0,Piso en Nuevos Juzgados,Poble de Llevant (Benidorm),"['1 hab.', '1 baño', '70 m²', '13ª planta']","Piso en benidorm zona nuevos juzgados, 70 m. De superficie, 10 m² de terraza, 800 m. De la playa,  una habitación doble,  un baño,...",,Benidorm,1,1,70
https://www.pisos.com/comprar/piso-raco_de_oix03503-89180228542_104400/,245.0,Piso en Rincon de Loix,Racó de l'Oix (Benidorm),"['2 habs.', '1 baño', '138 m²', '18ª planta']","Piso en benidorm zona rincon de loix a  700 metros  de la playa de 89 metros, 2 habitaciones dobles,  un baño, propiedad para entr...",,Benidorm,2,1,138
https://www.pisos.com/comprar/atico-benidorm_centre03501-20091259550_109300/,751.0,Ático en Centre,Centre (Benidorm),"['3 habs.', '2 baños', '278 m²']",Viviendas exclusivas con increíbles vistas al mar. Múdese hoy mismo a su maravilloso ático de 3 dormitorios y disfrute de esta vid...,https://www.pisos.com/microsite-grupo_platinum_estates/,Benidorm,3,2,278
https://www.pisos.com/comprar/atico-raco_de_oix03503-90908293762_100500/,233.5,Ático en Racó de l'Oix,Racó de l'Oix (Benidorm),"['2 habs.', '2 baños', '147 m²']","Ático en benidorm zona rincon de loix a  150 metros de la playa de 135 metros, 2 habitaciones dobles, 2 baños, propiedad para entr...",,Benidorm,2,2,147
https://www.pisos.com/comprar/chalet-raco_de_oix-31732196011_514044/,1650.0,Chalet en Avenida de Tokio,Racó de l'Oix (Benidorm),"['4 habs.', '5 baños', '325 m²']","Presentamos esta magnífica villa que se encuentra en la zona más prestigiosa de benidorm - sierra helada, que se encuentra en una ...",,Benidorm,4,5,325
https://www.pisos.com/comprar/piso-poble_de_llevant03502-26704000179_108900/,129.9,Piso en Benidorm (Alicante),Poble de Llevant (Benidorm),"['3 habs.', '1 baño', '91 m²', 'Bajo']","Lemonline te presenta este bajo de 90m²* útiles. ¡Y sin coste de intermediación inmobiliaria para el comprador!

Consta de un lumi...",,Benidorm,3,1,91
https://www.pisos.com/comprar/piso-raco_de_oix03503-9266342132_100500/,176.0,Piso en Levante,Racó de l'Oix (Benidorm),"['2 habs.', '1 baño', '78 m²', '14ª planta']","Piso en benidorm zona levante, a pocos pasos de la playa de levante espectaculares vistas de casi 360°, zona de restaurantes, cerc...",,Benidorm,2,1,78
https://www.pisos.com/comprar/piso-poble_de_llevant03502-30055261116_108900/,158.0,"Piso en 03502 Benidorm, Alicante",Poble de Llevant (Benidorm),"['2 habs.', '2 baños', '72 m²', '2ª planta']","Lemonline te presenta este 2º, con ascensor, de 55m²* útiles con piscina comunitaria. 

¡Y sin coste de intermediación inmobiliari...",,Benidorm,2,2,72
https://www.pisos.com/comprar/apartamento-platja_de_ponent03502-31705177135_100500/,132.0,Apartamento en Cala de Benidorm,Platja de Ponent (Benidorm),"['1 hab.', '1 baño', '51 m²', '10ª planta']","Excelente apartamento en venta en benidorm, esta situado frente al gran hotel bali, consta de 1 habitación doble, salón con cocina...",https://www.pisos.com/microsite-milpisos_es_994898_0/,Benidorm,1,1,51
https://www.pisos.com/comprar/piso-benidorm_centre03501-2512867700_100500/,148.0,Piso en Centre,Centre (Benidorm),"['2 habs.', '2 baños', '63 m²', '2ª planta']","Piso en benidorm zona centro, 63 m. De superficie, 50 m. De la playa, 2 habitaciones dobles, 2 baños, propiedad en obra nueva.
 Ex...",,Benidorm,2,2,63
https://www.pisos.com/comprar/piso-poble_de_llevant03501-25089435660_100500/,115.0,Piso en Centro,Poble de Llevant (Benidorm),"['2 habs.', '1 baño', '75 m²', '2ª planta']",Vendo piso de 1 dormitorio mas 1 en avenida alfonso puchades edificio hipocampo,https://www.pisos.com/microsite-milpisos_es_994898_0/,Benidorm,2,1,75
https://www.pisos.com/comprar/apartamento-poble_de_llevant03503-22548706934_100500/,120.0,Apartamento en Levante,Poble de Llevant (Benidorm),"['2 habs.', '1 baño', '70 m²', '12ª planta']","Apartamento en benidorm zona levante, 70 m. De superficie, 650 m. De la playa,  una habitación doble y  una habitación sencilla,  ...",,Benidorm,2,1,70
https://www.pisos.com/comprar/piso-poble_de_llevant03503-15913440069_100500/,240.0,Piso en Poble de Llevant,Poble de Llevant (Benidorm),"['2 habs.', '2 baños', '116 m²', '9ª planta']","Piso en benidorm zona levante, 116 m. De superficie, 13 m² de terraza, 450 m. De la playa, 2 habitaciones dobles, 2 baños, propied...",,Benidorm,2,2,116
https://www.pisos.com/comprar/piso-poble_de_ponent03502-30880020596_109300/,163.5,Piso en Via Parque,Poble de Ponent (Benidorm),"['1 hab.', '1 baño', '73 m²']",&nbsp;gran oportunidad.se vende fantástico apartamento en poniente &nbsp;en la planta 17 y unas vistas incleibles .&nbsp;el aparta...,,Benidorm,1,1,73
https://www.pisos.com/comprar/piso-platja_de_ponent03502-32534394546_107700/,300.0,Piso en Avenida de Honduras,Platja de Ponent (Benidorm),"['2 habs.', '2 baños', '80 m²']",Asegurando el máximo confort con colores cálidos y mediterráneos con amplios ventanales. La distribución permite un ambiente diáfa...,https://www.pisos.com/microsite-century_21_evolution/,Benidorm,2,2,80
https://www.pisos.com/comprar/atico-platja_de_ponent03502-30039703008_109100/,475.0,Ático en Junto Al Gran Hotel Bali,Platja de Ponent (Benidorm),"['1 hab.', '2 baños', '132 m²']","Se vende ático de lujo en la cala de benidorm, urbanización con piscina y garaje. Vistas espectaculares. ( el pvp indicado no incl...",https://www.pisos.com/microsite-don_piso_central_993711_0/,Benidorm,1,2,132
https://www.pisos.com/comprar/apartamento-benidorm_centre03501-30084390271_100500/,82.0,Apartamento en Centro,Centre (Benidorm),"['3 habs.', '1 baño', '62 m²', '2ª planta']","Apartamento en benidorm zona centro, 62 m. De superficie, 500 m. De la playa, 3 habitaciones dobles,  un baño, propiedad para refo...",,Benidorm,3,1,62
https://www.pisos.com/comprar/piso-platja_de_ponent03502-30028237016_100500/,309.9,Piso en Poniente,Platja de Ponent (Benidorm),"['3 habs.', '2 baños', '130 m²', '7ª planta']","Se vende este precioso piso ubicado en la playa poniente cerca de todos los servicios. Urbanización con piscina, pistas de tenis, ...",,Benidorm,3,2,130
https://www.pisos.com/comprar/piso-platja_de_ponent03502-32524992416_100500/,139.0,Piso en Avinguda de Cuba,Platja de Ponent (Benidorm),"['1 hab.', '1 baño', '57 m²', '9ª planta']","De particular a particular. Sin comisión al comprador. Llámanos y visita esta vivienda.

Piso de 57 m² en benidorm, provincia de a...",,Benidorm,1,1,57
https://www.pisos.com/comprar/casa_adosada-platja_de_ponent03502-29191383877_108500/,279.9,Casa adosada en Platja de Ponent,Platja de Ponent (Benidorm),"['3 habs.', '2 baños']","Casa adosada con 3 habitaciones y 2 baños, aire acondicionado sí tiene, armarios empotrados sí tiene, calefacción otro, cocina ind...",,Benidorm,3,2,0
https://www.pisos.com/comprar/apartamento-platja_de_ponent03502-15010863829_108500/,580.0,Apartamento en Platja de Ponent,Platja de Ponent (Benidorm),"['3 habs.', '2 baños', '125 m²']","Exclusivo apartamento en primera línea de la playa poniente.

Gracias a su enclave privilegiado, desde esta vivienda se puede disf...",,Benidorm,3,2,125
https://www.pisos.com/comprar/piso-raco_de_oix03503-31705272247_100500/,159.9,Piso en Avenida de París,Racó de l'Oix (Benidorm),"['3 habs.', '1 baño', '69 m²', '10ª planta']","De particular a particular. Sin comisiones. Llámanos y visita esta vivienda.

Piso de 69 m² en benidorm, provincia de alacant. Por...",,Benidorm,3,1,69
https://www.pisos.com/comprar/atico-benidorm_centre03501-21699184208_100500/,210.0,Ático en Centro,Centre (Benidorm),"['2 habs.', '1 baño', '130 m²']","Bonito ático ubicado en el centro de benidorm, a 100 metros de la playa de poniente, cerca del parque de elche, el puerto y el cas...",https://www.pisos.com/microsite-inmobilaria_sol_de_poniente/,Benidorm,2,1,130
https://www.pisos.com/comprar/loft-platja_de_llevant03503-25011559891_100500/,160.0,Loft en Avenida del Mediterráneo,Platja de Llevant (Benidorm),"['3 habs.', '1 baño', '75 m²']","Loft de 75 m² en benidorm, provincia de alacant. 

Se encuentra en un primer piso sin ascensor y se distribuye en salón, cocina ab...",,Benidorm,3,1,75
https://www.pisos.com/comprar/piso-poble_de_llevant03502-29260397047_100500/,59.0,Piso en Plaza de Toros,Poble de Llevant (Benidorm),"['1 hab.', '1 baño', '52 m²', '11ª planta']","Piso en benidorm zona plaza de toros, 52 m. De superficie, 6 m² de terraza, 1000 m. De la playa,  una habitación doble,  un baño, ...",,Benidorm,1,1,52
https://www.pisos.com/comprar/piso-platja_de_llevant03503-30845307920_109300/,689.0,"Piso en Avenida de Madrid, 16",Platja de Llevant (Benidorm),"['2 habs.', '2 baños', '135 m²']","¿Sueñas con un piso en primera linea de playa, en la costa blanca, donde puedas tener vistas directas al mar mediterráneo y las pl...",,Benidorm,2,2,135
https://www.pisos.com/comprar/piso-poble_de_ponent03502-14249022563_100500/,123.0,Piso en Colonia Madrid,Poble de Ponent (Benidorm),"['3 habs.', '1 baño', '105 m²', '2ª planta']","Piso en benidorm zona colonia madrid, 105.00 m. De superficie, 850 m. De la playa, 3 habitaciones dobles,  un baño, propiedad refo...",,Benidorm,3,1,105
https://www.pisos.com/comprar/piso-benidorm_centre03501-2588829854_100500/,131.5,Piso en Centro,Centre (Benidorm),"['3 habs.', '1 baño', '90 m²', '5ª planta']","Amplio piso, luminoso, de 90 m², situado en pleno centro de benidorm, cerca de todos los servicios y a escasos 600 metros de la pl...",,Benidorm,3,1,90
https://www.pisos.com/comprar/piso-raco_de_oix03503-19197199502_100500/,225.0,Piso en Racó de l'Oix,Racó de l'Oix (Benidorm),"['2 habs.', '2 baños', '100 m²', '11ª planta']","Piso en benidorm zona rincon de loix, 100 m. De superficie, 500 m. De la playa, 2 habitaciones dobles, 2 baños, propiedad en buen ...",,Benidorm,2,2,100
https://www.pisos.com/comprar/piso-poble_de_llevant03502-30886247681_109300/,128.0,"Piso en Avenida de la Aigüera, 7",Poble de Llevant (Benidorm),"['2 habs.', '1 baño', '72 m²']","Le presento la vivienda que estaba esperando. Ubicada en inmejorable zona de benidorm, frente al parque l''aigüera y con vistas pr...",,Benidorm,2,1,72
