link,price,name,location,features,description,store,city,rooms,wc,area
https://www.pisos.com/comprar/piso-ensanche_diputacion03003-30045883957_100500/,772.5,Piso en Ensanche - Diputación,Ensanche-Diputación (Distrito Centro-Ensanche. Alicante - Alacant),"['5 habs.', '4 baños', '204 m²', '1ª planta']","Te presentamos, esta maravillosa vivienda residencial de 185m², en pleno  centrode alicante, junto al corte inglés y la plaza de l...",,Alicante,5,4,204
https://www.pisos.com/comprar/piso-castillo_de_san_fernando03005-29171343672_100500/,135.5,Piso en San Blas,Castillo de San Fernando (Distrito San Blas-Castillo de San Fernando. Alicante - Alacant),"['3 habs.', '1 baño', '81 m²', '2ª planta']","Fantástica vivienda situada en el barrio de san blas, zona céntrica. 
Se trata de un piso amplio situada en una segunda planta, pe...",,Alicante,3,1,81
https://www.pisos.com/comprar/loft-mercado_casco_antiguo_san_anton03012-23339920104_100500/,119.0,Loft en calle de Espoz y Mina,San Antón (Distrito Mercado-Casco Antiguo. Alicante - Alacant),"['1 hab.', '1 baño', '60 m²']",Fantástica reforma de vivienda en lo que antiguamente era una oficina . Esta situada junto a la plaza de toros a pasos del mercado...,https://www.pisos.com/microsite-alto_inmobiliaria_990521_0/,Alicante,1,1,60
https://www.pisos.com/comprar/chalet-zona_norte_ciudad_jardin03011-23391509345_100500/,340.0,Chalet en Ciudad Jardin,Ciudad Jardín (Distrito Zona Norte. Alicante - Alacant),"['4 habs.', '3 baños', '160 m²']","Ocasión única, se vende chalet en una urbanización tranquila situada a 15 minutos de la playa de san juan y a 5 minutos del centro...",https://www.pisos.com/microsite-rualcasa_996489_0/,Alicante,4,3,160
https://www.pisos.com/comprar/piso-san_gabriel-19215720535_100500/,225.0,Piso en calle de México,San Gabriel (Distrito San Gabriel-El Palmeral-Urbanova. Alicante - Alacant),"['4 habs.', '2 baños', '210 m²', '1ª planta']","Piso junto hotel nh alicante en calle méxico; vivienda amplia 183 m² utiles dotada con todas las comodidades, fibra wifi,  aire ac...",https://www.pisos.com/microsite-alto_inmobiliaria_990521_0/,Alicante,4,2,210
https://www.pisos.com/comprar/piso-san_gabriel_el_palmeral_urbanova_el_palmeral-21667974627_501358/,130.0,Piso en El Palmeral,El Palmeral (Distrito San Gabriel-El Palmeral-Urbanova. Alicante - Alacant),"['2 habs.', '2 baños', '80 m²', '2ª planta']","Apartamento junto al palmeral de alicante, en urbanizacion alicante hills.
80m² aproximado, con 2 habitaciones dobles, salón comed...",,Alicante,2,2,80
https://www.pisos.com/comprar/chalet-cabo_de_la_huerta-12558979308_100500/,1290.0,Chalet en calle del Océano,Cabo de la Huerta (Distrito Playas. Alicante - Alacant),"['8 habs.', '6 baños', '600 m²']","Excepcional vivienda en la urbanizacion mas especial de la costa alicantina , la mejor zona de cabo de huertas y plena de servicio...",https://www.pisos.com/microsite-alto_inmobiliaria_990521_0/,Alicante,8,6,600
https://www.pisos.com/comprar/piso-playas_playa_de_san_juan03540-25855924963_100500/,385.0,Piso en Avenida del Historiador Vicente Ramos,Playa de San Juan (Distrito Playas. Alicante - Alacant),"['4 habs.', '2 baños', '170 m²', '2ª planta']",Gran piso de 4 habitaciones en una de las urbanizaciones más completas de playa de san juan. La urbanizacion  cuenta con pistas de...,https://www.pisos.com/microsite-alto_inmobiliaria_990521_0/,Alicante,4,2,170
https://www.pisos.com/comprar/piso-mercado_casco_antiguo_san_anton03004-21687187964_103800/,203.0,Piso en Centro Urbano,San Antón (Distrito Mercado-Casco Antiguo. Alicante - Alacant),"['2 habs.', '1 baño', '138 m²']",Le ofrecemos esta excelente oportunidad de adquirir en propiedad este piso residencial con una superficie de 138 m² bien distribui...,,Alicante,2,1,138
https://www.pisos.com/comprar/piso-florida_babel_benalua_benalua03007-30873793567_100500/,153.0,Piso en Benalua,Benalúa (Distrito Florida-Babel-Benalúa. Alicante - Alacant),"['5 habs.', '2 baños', '142 m²', '4ª planta']","Piso totalmente reformado en benalua de 145m² en 4to piso, muy luminoso., a 10 minutos del centro de alicante. 

Consta de 5 ampli...",https://www.pisos.com/microsite-rualcasa_996489_0/,Alicante,5,2,142
https://www.pisos.com/comprar/chalet-fontcalent03699-30846594754_100500/,139.0,Chalet en Cañada del Fenollar,Fontcalent (Distrito Partidas de Alicante. Alicante - Alacant),"['3 habs.', '2 baños', '180 m²']","Se vende vivienda semireformada, ubicada en una parcela de casi 2.000 metros urbana!!!! En la zona de la cañada del fenollar, con ...",,Alicante,3,2,180
https://www.pisos.com/comprar/piso-ensanche_diputacion03003-28425048015_100500/,412.0,Piso en calle de Ab el Hamet,Ensanche-Diputación (Distrito Centro-Ensanche. Alicante - Alacant),"['6 habs.', '4 baños', '160 m²', '1ª planta']","Ideal inversores!!! Oportunidad de invertir en negocio activo!!
4 estudios independientes con licencia turistica, bed & breakfast ...",https://www.pisos.com/microsite-alto_inmobiliaria_990521_0/,Alicante,6,4,160
https://www.pisos.com/comprar/apartamento-florida_ciudad_de_asis03006-29237557071_109300/,40.5,Apartamento en calle de Eduardo Langucha,Florida-Ciudad de Asís (Distrito Florida-Babel-Benalúa. Alicante - Alacant),"['2 habs.', '1 baño', '61 m²', '3ª planta']",Sin comisión de agencia. Piso en barrio ciudad de asís de alicante.  Cuenta con 61 m² distribuidos en amplio salón comedor (se uni...,,Alicante,2,1,61
https://www.pisos.com/comprar/apartamento-florida_babel_benalua_benalua03008-3261786669_109700/,450.5,"Apartamento en Avenida del Catedrático Soler, 1",Benalúa (Distrito Florida-Babel-Benalúa. Alicante - Alacant),"['4 habs.', '2 baños', '124 m²', '4ª planta']","Planta 4ª. Esc 1. Pta A. Apartamento en un edificio de obra nueva de 124 m2 de superficie construida y ubicado en la zona de Alicante - Alacant, enclavado en planta 4. Está distribuido en 4 habitaciones y 2 baños completos. Incluye extras como ascensor, garaje y trastero.",https://www.pisos.comhttps://www.pisos.com/microsite-aedas_homes/,Alicante,4,2,124
https://www.pisos.com/comprar/casa_adosada-cabo_de_la_huerta-30010674785_100500/,590.0,Casa adosada en Playa San Juan,Cabo de la Huerta (Distrito Playas. Alicante - Alacant),"['6 habs.', '5 baños', '281 m²']","En venta y alquiler (2000€)
 Una fusión fresca de confort y encanto, una casa fresca y funcional, un hogar magníficamente mantenid...",,Alicante,6,5,281
https://www.pisos.com/comprar/chalet-playas_playa_de_san_juan03540-30903231822_100500/,2200.0,Chalet en Golf,Playa de San Juan (Distrito Playas. Alicante - Alacant),"['6 habs.', '5 baños', '500 m²']","Impresionante villa en golf (alicante)

Villa de diseño de 500 m², en parcela de 1.220 m²,  con piscina privada
Seis dormitorios, ...",https://www.pisos.com/microsite-rualcasa_996489_0/,Alicante,6,5,500
https://www.pisos.com/comprar/piso-playas_playa_de_san_juan03540-30911891469_100500/,300.0,Piso en Pau V,Playa de San Juan (Distrito Playas. Alicante - Alacant),"['2 habs.', '2 baños', '91 m²', '8ª planta']","Presentamos esta bonita vivienda ubicada en residencial las arenas, ubicada en el pau 5 en la playa de san juan (alicante).

Se tr...",,Alicante,2,2,91
https://www.pisos.com/comprar/apartamento-castillo_de_san_fernando03005-15835236411_103800/,118.0,Apartamento en Alicante,Castillo de San Fernando (Distrito San Blas-Castillo de San Fernando. Alicante - Alacant),"['2 habs.', '1 baño', '79 m²']","Piso en alacant, alicante, perfecto para parejas. La vivienda cuenta con una superficie de 79 m² construidos distribuidos en 2 hab...",,Alicante,2,1,79
https://www.pisos.com/comprar/casa-florida_ciudad_de_asis03007-28340906061_100500/,325.0,"Casa en calle del Centauro, 13",Florida-Ciudad de Asís (Distrito Florida-Babel-Benalúa. Alicante - Alacant),"['4 habs.', '5 baños', '385 m²']","Edificio en alicante zona la florida, 385.00 m. De superficie, 102 m. Superficie parcela, 20 m² de cocina, 35 m² de terraza (2 ter...",,Alicante,4,5,385
https://www.pisos.com/comprar/chalet-fontcalent03699-30895643126_100500/,250.0,Chalet en Cañada del Fenollar,Fontcalent (Distrito Partidas de Alicante. Alicante - Alacant),"['3 habs.', '1 baño', '299 m²']","Cerca de san vicente del raspeig encontramos este cómodo chalet en parcela rústica de 2.060 m², dispone de 3 habitaciones, gran po...",https://www.pisos.com/microsite-rualcasa_996489_0/,Alicante,3,1,299
https://www.pisos.com/comprar/atico-ensanche_diputacion03003-28350991436_100500/,210.0,Ático en calle del Arzobispo Loaces,Ensanche-Diputación (Distrito Centro-Ensanche. Alicante - Alacant),"['2 habs.', '2 baños', '102 m²']","Ático en alicante zona centro, 120 m. De superficie, 40 m² de terraza,  a tan solo 1.000 metros de la playa del postiguet,  una ha...",,Alicante,2,2,102
https://www.pisos.com/comprar/piso-centro_tradicional03001-16722840914_501358/,650.0,Piso en calle Dr Gadea,Centro Tradicional (Distrito Centro-Ensanche. Alicante - Alacant),"['5 habs.', '2 baños', '180 m²', '9ª planta']","Fantastico atico de 180m² aproximado con vistas al mar.

Dispone de plaza de garaje. Vivienda de origen con muchas posibilidades d...",,Alicante,5,2,180
https://www.pisos.com/comprar/piso-ensanche_diputacion03003-5049292755_100500/,220.0,Piso en calle de Alemania,Ensanche-Diputación (Distrito Centro-Ensanche. Alicante - Alacant),"['4 habs.', '2 baños', '175 m²', '2ª planta']","Amplia vivienda con enormes y luminosas  estancias en el corazon del centro .
A pasos del corte ingles  y todo los servicios y zon...",https://www.pisos.com/microsite-alto_inmobiliaria_990521_0/,Alicante,4,2,175
https://www.pisos.com/comprar/casa_adosada-cabo_de_la_huerta-29232016609_100500/,1050.0,Casa adosada en calle del Océano,Cabo de la Huerta (Distrito Playas. Alicante - Alacant),"['5 habs.', '3 baños', '330 m²']",Magnifica vivienda en primerisima linea de mar con inigualables vistas junto a las mejores calas del mediterraneo. Una situacion u...,https://www.pisos.com/microsite-alto_inmobiliaria_990521_0/,Alicante,5,3,330
https://www.pisos.com/comprar/piso-casco_antiguo_santa_cruz03002-23348673945_100500/,311.0,Piso en Rambla de Méndez Núñez,Casco Antiguo-Santa Cruz (Distrito Mercado-Casco Antiguo. Alicante - Alacant),"['4 habs.', '2 baños', '179 m²', '2ª planta']","Amplia vivienda en pleno centro de la ciudad de alicante en plena rambla méndez núñez.a pasos del mercado y de  la playa
 La vivie...",https://www.pisos.com/microsite-alto_inmobiliaria_990521_0/,Alicante,4,2,179
https://www.pisos.com/comprar/piso-playas_playa_de_san_juan03540-25020481700_501358/,298.0,Piso en Playa de San Juan,Playa de San Juan (Distrito Playas. Alicante - Alacant),"['3 habs.', '2 baños', '152 m²', '3ª planta']","Luminoso piso de 152m² en playa de san juan

Bonito y luminoso piso de 152m² situado en una de las zonas mas modernas de la playa ...",,Alicante,3,2,152
https://www.pisos.com/comprar/piso-florida_babel_benalua_benalua03007-30038539414_100500/,253.8,Piso en Centro,Benalúa (Distrito Florida-Babel-Benalúa. Alicante - Alacant),"['4 habs.', '2 baños', '174 m²', '4ª planta']","Si quieres vivir en una exclusiva vivienda, con mucha luz y en el mismo centro de alicante ( junto a las plazas de los luceros ), ...",,Alicante,4,2,174
https://www.pisos.com/comprar/casa-los_angeles_rabasa_san_agustin_los_angeles03009-21724355871_501611/,259.9,Casa en calle de la Fuente,Los Ángeles (Distrito Los Ángeles-Rabasa-San Agustín. Alicante - Alacant),"['4 habs.', '5 baños', '350 m²']","Inmobiliarias imc vende, fantástica casa de tres plantas situada en los ángeles, una zona perfectamente comunicada con todo tipo d...",,Alicante,4,5,350
https://www.pisos.com/comprar/chalet-villafranqueza_tangel_villafranqueza03112-28375275680_100500/,478.999,Chalet en Villafranqueza,Villafranqueza (Distrito Villafranqueza-Tángel. Alicante - Alacant),"['6 habs.', '3 baños', '372 m²']",Idealpisos les presenta este magnífico chalet independiente urbano en la zona de villafranqueza. La vivienda consta de un total de...,,Alicante,6,3,372
https://www.pisos.com/comprar/chalet-raval_roig03002-30094170345_100500/,460.0,Chalet en calle Carrer de Jovellanos,Raval Roig (Distrito Mercado-Casco Antiguo. Alicante - Alacant),"['5 habs.', '3 baños', '160 m²']","Casa de tres plantas, 5 habitaciones dobles con aire acondicionado en cada habitación, 3 baños, 2 cocinas. Muy luminoso, con magní...",https://www.pisos.com/microsite-alto_inmobiliaria_990521_0/,Alicante,5,3,160
https://www.pisos.com/comprar/piso-centro_tradicional03001-18377688249_501358/,550.0,Piso en calle de Gerona,Centro Tradicional (Distrito Centro-Ensanche. Alicante - Alacant),"['4 habs.', '2 baños', '155 m²', '4ª planta']","Maravillosa propiedad en pleno centro de alicante - rambla mendez nuñez a 600m de la playa de postiguet! 

Viviendas como la que s...",,Alicante,4,2,155
https://www.pisos.com/comprar/casa_adosada-cabo_de_la_huerta-26669739706_100500/,530.0,Casa adosada en calle de la Musola,Cabo de la Huerta (Distrito Playas. Alicante - Alacant),"['6 habs.', '4 baños', '303 m²']","Magnifica propiedad a 50 metros del mar distribuida en 3 planta más sótano.

La vivienda ha sido renovada recientemente.

En plant...",https://www.pisos.com/microsite-alto_inmobiliaria_990521_0/,Alicante,6,4,303
https://www.pisos.com/comprar/piso-colonia_requena03014-29235829517_512343/,48.0,Piso en calle de la Perla,Colonia Requena (Distrito Zona Norte. Alicante - Alacant),"['3 habs.', '1 baño', '83 m²', '2ª planta']","Vr casas esta vendiendo este piso totalmente reformado y luminoso en alicante, españa. 

2da planta de 79m² distribuida en:
- 3 ha...",,Alicante,3,1,83
https://www.pisos.com/comprar/chalet-cabo_de_la_huerta-10045761634_100500/,3299.0,Chalet en calle de Elisa Tomás Yusti,Cabo de la Huerta (Distrito Playas. Alicante - Alacant),"['10 habs.', '14 baños', '1.100 m²']","Único y exclusivo chalet con vistas al mar ,a pasos de playa y todos los servicios.
Calidades excepcionales al igual que las dimen...",https://www.pisos.com/microsite-alto_inmobiliaria_990521_0/,Alicante,10,14,100
https://www.pisos.com/comprar/finca_rustica-garbinet_vistahermosa_vistahermosa03016-20069747820_100500/,849.0,Finca rústica en calle del Publicista Víctor Viñes,Vistahermosa (Distrito Garbinet-Vistahermosa. Alicante - Alacant),"['3 habs.', '2 baños', '150 m²']","Precioso chalet a reformar con suelos de cerámicas antiguas y techos altos. El chalet es antiguo  pero sólido, pudiéndose reformar...",https://www.pisos.com/microsite-alto_inmobiliaria_990521_0/,Alicante,3,2,150
https://www.pisos.com/comprar/casa-florida_babel_benalua_babel03008-24167099643_100500/,235.0,Casa en Babel,Babel (Distrito Florida-Babel-Benalúa. Alicante - Alacant),"['4 habs.', '3 baños', '135 m²']","En fuentes de inmuebles te ofrecemos este maravilloso bungalow en la zona de babel, una zona residencial pero rodeada de todos los...",https://www.pisos.com/microsite-fuentes_de_inmuebles/,Alicante,4,3,135
https://www.pisos.com/comprar/chalet-campoamor_altozano_campoamor03009-25069942592_100500/,1800.0,Chalet en Playa Muchavista,Campoamor (Distrito Campoamor-Altozano. Alicante - Alacant),"['3 habs.', '4 baños', '466 m²']","Este es el lema de nuestro proyecto. 
 El resultado son viviendas de 466 m² construidos con parcelas privativas de 500 m² a 740 m²...",https://www.pisos.com/microsite-milpisos_es_994898_0/,Alicante,3,4,466
https://www.pisos.com/comprar/piso-garbinet_parque_de_las_avenidas03015-11724204291_501358/,158.0,Piso en Garbinet-Parque de Las Avenidas,Garbinet-Parque de las Avenidas (Distrito Garbinet-Vistahermosa. Alicante - Alacant),"['3 habs.', '2 baños', '120 m²', '2ª planta']","Piso ideal en parque de las avenidas - gran vía
Muy luminoso, el piso consta de 3 dormitorios, salón comedor, dos baños - uno de e...",,Alicante,3,2,120
https://www.pisos.com/comprar/piso-cabo_de_la_huerta-11676723464_501358/,237.0,Piso en Cabo de La Huerta,Cabo de la Huerta (Distrito Playas. Alicante - Alacant),"['3 habs.', '2 baños', '110 m²', '1ª planta']","Vivienda de 100m² en el corazón del cabo de las huertas

En el corazón del cabo de las huertas y a un paso del mar (7 minutos anda...",,Alicante,3,2,110
https://www.pisos.com/comprar/apartamento-florida_babel_benalua_babel03008-12584213733_103800/,210.0,Apartamento en Alicante,Babel (Distrito Florida-Babel-Benalúa. Alicante - Alacant),"['2 habs.', '2 baños', '118 m²']","Ático en alicante. Dispone de una superficie de 118 m² distribuidos en 3 habitaciones, salón-comedor, cocina con lavadero y 2 baño...",,Alicante,2,2,118
https://www.pisos.com/comprar/piso-mercado03004-26710270274_501358/,240.0,Piso en Mercado,Mercado (Distrito Mercado-Casco Antiguo. Alicante - Alacant),"['3 habs.', '2 baños', '90 m²', '1ª planta']","Vivienda de 90m² en zona centro (mercado central), con plaza de garaje.
90m² útiles con 3 habitaciones, 2 baños, amplio salón come...",,Alicante,3,2,90
https://www.pisos.com/comprar/casa_adosada-mercado_casco_antiguo_san_anton03002-9189098296_100500/,260.0,Casa adosada en calle de Cagalahoya,San Antón (Distrito Mercado-Casco Antiguo. Alicante - Alacant),"['4 habs.', '2 baños', '140 m²']",Espectacular casa en el corazón del barrio con infinidad de opciones sea ya para disfrutar de una fantástica casa o como inversión...,https://www.pisos.com/microsite-alto_inmobiliaria_990521_0/,Alicante,4,2,140
https://www.pisos.com/comprar/piso-florida_babel_benalua_benalua03007-897663969_501358/,166.0,Piso en Benalúa,Benalúa (Distrito Florida-Babel-Benalúa. Alicante - Alacant),"['3 habs.', '2 baños', '90 m²', '1ª planta']","Buena ubicación, servicios a pie de calle. Vivienda de 90 m² con amplia terraza y balcón, distribuida en 3 habitaciones, baño, sal...",,Alicante,3,2,90
https://www.pisos.com/comprar/piso-florida_babel_benalua_benalua03008-3044328892_109700/,386.0,"Piso en Avenida del Catedrático Soler,  s/n",Benalúa (Distrito Florida-Babel-Benalúa. Alicante - Alacant),"['3 habs.', '2 baños', '113 m²', '5ª planta']","P3-5-B. Piso en un inmueble de obra nueva de 113 m2 de superficie construida y situado en la zona de Alicante - Alacant, acomodado en planta 5. Está estructurado en 3 habitaciones, 2 baños completos y terraza. El Piso tiene portero automático. Aporta como extras ascensor, garaje y trastero.",https://www.pisos.comhttps://www.pisos.com/microsite-aedas_homes/,Alicante,3,2,113
https://www.pisos.com/comprar/piso-campoamor_altozano_campoamor03009-945856908065629_109700/,80.0,Piso en calle del Maestro Caballero,Campoamor (Distrito Campoamor-Altozano. Alicante - Alacant),"['3 habs.', '1 baño', '78 m²', '3ª planta']","Vivienda compuesta compuesta por 3 dormitorios y 1 baño. Necesita reforma. A 5 min de la plaza de toros, buena comunicación por au...",,Alicante,3,1,78
https://www.pisos.com/comprar/piso-centro_tradicional03001-18426999903_501358/,490.0,Piso en calle de Gerona,Centro Tradicional (Distrito Centro-Ensanche. Alicante - Alacant),"['4 habs.', '2 baños', '155 m²', '3ª planta']","Maravillosa propiedad en pleno centro de alicante - rambla mendez nuñez en rentabilidad

Viviendas como la que se presenta hoy no ...",,Alicante,4,2,155
https://www.pisos.com/comprar/piso-centro_tradicional03001-31676752263_501358/,580.0,Piso en Avenida de Maisonnave,Centro Tradicional (Distrito Centro-Ensanche. Alicante - Alacant),"['3 habs.', '3 baños', '212 m²', '6ª planta']","Fabuloso piso totalmente renovado en maisonnave

Este fabuloso piso totalmente renovado en maisonnave es una oportunidad única par...",,Alicante,3,3,212
https://www.pisos.com/comprar/piso-florida_babel_benalua_babel03008-19209349773_521818/,195.0,"Piso en calle de la Nadadora Carmen Soto, 2",Babel (Distrito Florida-Babel-Benalúa. Alicante - Alacant),"['2 habs.', '2 baños', '99 m²', '6ª planta']","¡Magnífico ático con terraza, balcón y piscina en venta sin comisiones! La vivienda se encuentra en el edificio residencial puerto...",,Alicante,2,2,99
https://www.pisos.com/comprar/casa-fontcalent03699-19252773070_100500/,41.5,Casa en La Alcoraya,Fontcalent (Distrito Partidas de Alicante. Alicante - Alacant),"['1 hab.', '1 baño', '30 m²']","Se vende pequeña casita de campo ubicada en una amplia parcela de 5500 metros cuadrados, situada en la zona de la alcoraya.
 
 Se ...",,Alicante,1,1,30
https://www.pisos.com/comprar/apartamento-garbinet_parque_de_las_avenidas03015-15856676657_103800/,154.5,Apartamento en Alicante,Garbinet-Parque de las Avenidas (Distrito Garbinet-Vistahermosa. Alicante - Alacant),"['3 habs.', '2 baños', '92 m²']","Piso en alacant, alicante, idóneo para familias. La vivienda cuenta con una superficie de 92 m² construidos distribuidos en 3 habi...",,Alicante,3,2,92
https://www.pisos.com/comprar/chalet-alicante_alacant-5005174359_101800/,317.5,Chalet en Almajada,Alicante Alacant,"['4 habs.', '2 baños', '180 m²']","Chalet pareado en construcción en zona almajada, muchamiel, con parcela de 400 metros vivienda de 200 metros repartidos en semisót...",,Alicante,4,2,180
https://www.pisos.com/comprar/chalet-el_verdegas-20039283483_100500/,410.976,Chalet en Sin Zona,El Verdegàs (Distrito Partidas de Alicante. Alicante - Alacant),"['4 habs.', '2 baños', '469 m²']","Magnifico chalet  urbano, ubicado en una de las mejores y tranquilas zonas por la cañada del fenollar.
 Dos construcciones totalme...",,Alicante,4,2,469
https://www.pisos.com/comprar/apartamento-los_angeles_rabasa_san_agustin_los_angeles03009-24197719161_103800/,101.46,Apartamento en Alicante,Los Ángeles (Distrito Los Ángeles-Rabasa-San Agustín. Alicante - Alacant),"['3 habs.', '2 baños', '107 m²']","Gran oferta de piso en alicante/alacant. Situado en calle diagonal, dispone de una superficie de 102 m² , 3 habitaciones..",,Alicante,3,2,107
https://www.pisos.com/comprar/casa_adosada-cabo_de_la_huerta-19173413219_100500/,565.0,Casa adosada en Playa San Juan,Cabo de la Huerta (Distrito Playas. Alicante - Alacant),"['4 habs.', '4 baños', '372 m²']","Impresionante adosado del año 2002 en venta en la zona de cabo huertas.
 
 Impecable y amplia vivienda de 372 metros construidos, ...",,Alicante,4,4,372
https://www.pisos.com/comprar/casa_adosada-cabo_de_la_huerta-26675242611_100500/,590.0,Casa adosada en Playa San Juan,Cabo de la Huerta (Distrito Playas. Alicante - Alacant),"['5 habs.', '3 baños', '260 m²']","Espectacular propiedad de 280 m² y acabados de alta calidad, situado en urbanización con piscina y zonas verdes al pie del mar med...",https://www.pisos.com/microsite-fuentes_de_inmuebles/,Alicante,5,3,260
https://www.pisos.com/comprar/chalet-el_verdegas-5080023963_100500/,104.9,Chalet en Verdegas,El Verdegàs (Distrito Partidas de Alicante. Alicante - Alacant),"['3 habs.', '1 baño', '186 m²']","Se vende gran vivienda para reformar, ubicada en la partida del verdegas, que consta de un garaje exterior cerrado de 55 metros, u...",,Alicante,3,1,186
https://www.pisos.com/comprar/piso-playas_playa_de_san_juan03540-29191207813_501358/,212.0,Piso en Playa de San Juan,Playa de San Juan (Distrito Playas. Alicante - Alacant),"['2 habs.', '1 baño', '89 m²', '3ª planta']","A pocos metros de playa san juan se encuentra esta vivienda:
- 89 m² útiles
- 2 habitaciones
- baño
- salón comedor
- cocina 
- ga...",,Alicante,2,1,89
https://www.pisos.com/comprar/piso-playas_playa_de_san_juan03540-30924306555_100500/,205.0,Piso en Avenida de Bruselas,Playa de San Juan (Distrito Playas. Alicante - Alacant),"['2 habs.', '2 baños', '74 m²', '2ª planta']",Servicheck inmobiliaria comercializa preciosa vivienda de 2 habitaciones 2 baños a 25o metros de la playa en pleno corazon de san ...,https://www.pisos.com/microsite-servicheck_522504_0/,Alicante,2,2,74
https://www.pisos.com/comprar/piso-cabo_de_la_huerta-30900584342_501358/,640.0,Piso en Cabo de La Huerta,Cabo de la Huerta (Distrito Playas. Alicante - Alacant),"['4 habs.', '2 baños', '155 m²', '8ª planta']","Altura piso 8º, piso superficie total 155 m², superficie útil 155 m², hab. Individuales: 1, habitaciones dobles: 3, 2 baños, aire ...",,Alicante,4,2,155
https://www.pisos.com/comprar/duplex-virgen_del_remedio_parque_lo_morant03011-32500005627_107500/,47.9,Dúplex en calle de Castilla,Virgen del Remedio-Parque Lo Morant (Distrito Zona Norte. Alicante - Alacant),"['3 habs.', '1 baño', '73 m²']","Dúplex para reformar de 73 m² en venta, de 3 dormitorios situado en alicante.  La vivienda está bien comunicada, con paradas de au...",,Alicante,3,1,73
https://www.pisos.com/comprar/piso-ensanche_diputacion03005-30041490778_501358/,259.0,Piso en Ensanche-Diputación,Ensanche-Diputación (Distrito Centro-Ensanche. Alicante - Alacant),"['3 habs.', '2 baños', '160 m²', '2ª planta']","Excelente ubicación. A espaldas de diputación de alicante y a pocos metros de avda estación.
Vivienda totalmente exterior y muy lu...",,Alicante,3,2,160
https://www.pisos.com/comprar/piso-playas_playa_de_san_juan03540-31696807173_501358/,199.0,Piso en Playa de San Juan,Playa de San Juan (Distrito Playas. Alicante - Alacant),"['2 habs.', '1 baño', '60 m²', '8ª planta']","A 700 metros de playa almadraba, vivienda perfectamente comunicada y rodeada de servicios. 
55 m²
Terraza 11 m²
2 habitaciones
1 b...",,Alicante,2,1,60
https://www.pisos.com/comprar/piso-campoamor_altozano_altozano03012-945856909456254_109700/,85.0,Piso en calle de Rodrigo Caro,Altozano (Distrito Campoamor-Altozano. Alicante - Alacant),"['3 habs.', '1 baño', '74 m²', '2ª planta']","Vivienda en bloque con ascensor, compuesta de 3 habitaciones, 1 baño, cocina y salón comedor. 
“el precio anunciado no es vinculan...",,Alicante,3,1,74
https://www.pisos.com/comprar/piso-albufereta03016-31683670967_501358/,365.0,Piso en L´Albufereta,L'Albufereta (Distrito Playas. Alicante - Alacant),"['4 habs.', '2 baños', '120 m²', '14ª planta']","Amplia vivienda en primera linea, com impresionantes vistas al mar!!
Vivienda de 120m² aproximado. 

Dispone de amplio salón comed...",,Alicante,4,2,120
https://www.pisos.com/comprar/piso-albufereta03016-28413489369_501358/,750.0,Piso en L´Albufereta,L'Albufereta (Distrito Playas. Alicante - Alacant),"['2 habs.', '3 baños', '200 m²', '18ª planta']","Piso totalmente reformado muy original con vistas increíbles al mar, dispone de 2 dormitorios, 3 baños, salón comedor y cocina, mu...",,Alicante,2,3,200
https://www.pisos.com/comprar/apartamento-goteta03016-19237489844_103800/,254.22,Apartamento en Alicante,Goteta (Distrito Pla-Carolinas. Alicante - Alacant),"['2 habs.', '2 baños', '80 m²']","Piso en venta en alicante. Piso de 2 dormitorios y 2 baños a estrenar con calidades de lujo, perteneciente a la promoción pinar de...",,Alicante,2,2,80
https://www.pisos.com/comprar/casa_adosada-cabo_de_la_huerta-12549272019_501358/,1145.0,Casa adosada en calle del Océano,Cabo de la Huerta (Distrito Playas. Alicante - Alacant),"['7 habs.', '8 baños', '600 m²']","La oportunidad de vivir junto al mar en una vivienda que ofrece todo tipo de lujos se encuentra en esta propiedad.
Junto a la cala...",,Alicante,7,8,600
https://www.pisos.com/comprar/chalet-villafranqueza_tangel_villafranqueza03112-55628624_171500/,618.0,Chalet en Villafranqueza,Villafranqueza (Distrito Villafranqueza-Tángel. Alicante - Alacant),"['3 habs.', '2 baños', '210 m²']","Chalet en una zona tranquila y a 10 minutos de la playa con una superficie de 210 m², útil 180 m², 2800 m² solar,  3 habitaciones ...",,Alicante,3,2,210
https://www.pisos.com/comprar/piso-garbinet_parque_de_las_avenidas03015-31673392297_100500/,285.0,Piso en Plaza del Alcalde Agatangelo Soler,Garbinet-Parque de las Avenidas (Distrito Garbinet-Vistahermosa. Alicante - Alacant),"['3 habs.', '2 baños', '104 m²', '3ª planta']","Este piso se encuentra en plaza del alcalde agatángelo soler, 03015, alicante (alacant), alicante, en la planta 3. Es un piso que ...",,Alicante,3,2,104
https://www.pisos.com/comprar/chalet-garbinet_vistahermosa_vistahermosa03015-28359996592_100500/,920.0,Chalet en calle del Jardiel Poncela,Vistahermosa (Distrito Garbinet-Vistahermosa. Alicante - Alacant),"['5 habs.', '6 baños', '574 m²']","Chalet en alicante zona vistahermosa, 574.00 m. De superficie (+ semisótano 100m²),
 5 habitaciones dobles
 6 baños (3 de ellos en...",,Alicante,5,6,574
