id,name,code,lon,lat
423,4814-BELLEA DEL FOC,4814,38.367221,-0.471543
424,4806-V. REYES,4806,38.364891,-0.472291
426,4808-CRISTÓBAL PARDO,4808,38.362810808,-0.472168719
427,4809-IES JAIME II,4809,38.362180519,-0.470519864
428,4609-C.P. VIRGEN DEL REMEDIO,4609,38.371209537,-0.4868695410000001
429,4901-COLONIA REQUENA-RUBÍ,4901,38.375474808,-0.485348302
430,4421-TURQUESA,4421,38.376449325,-0.484994036
431,4422-LAS LOMAS,4422,38.376887436,-0.483158901
432,4423-C. SOCIAL JUAN XXIII,4423,38.376034903,-0.481643252
433,4902-C.C. GRAN VÍA,4902,38.365630384,-0.4713037509999999
434,4904-XAVIER SOLER,4904,38.36279305,-0.466344368
435,4905-BAS MINGOT-GRANADOS,4905,38.37470087,-0.479526284
436,4417-C. SOCIAL JUAN XXIII,4417,38.376105702,-0.481583564
437,4418-LAS LOMAS,4418,38.377233999,-0.483352912
438,4419-TURQUESA,4419,38.376623097,-0.48511392
439,4420-COLONIA REQUENA-RUBÍ,4420,38.375271409,-0.4855270400000001
440,3554-GASCUÑANA,3554,38.375030511,-0.488156506
441,3556-PL. ARGEL-BERNÁCER,3556,38.374824163,-0.4911395830000001
442,4912-HOSPITAL SANT JOAN,4912,38.389887915,-0.43493438
443,2565-DÉNIA-HOGAR PROVINCIAL,2565,38.385501766,-0.449456096
444,2566-ONCE,2566,38.382450471,-0.451257543
445,2567-COMPLEJO VISTAHERMOSA,2567,38.372663966,-0.456168066
446,2568-DÉNIA-LA ENCINA,2568,38.370643782,-0.457326175
447,2569-CAJA DE AHORROS,2569,38.367947262,-0.458874132
448,2570-DÉNIA-ALBUFERETA,2570,38.36514937,-0.4607345139999999
449,2511-DÉNIA-CONCHA ESPINA,2511,38.366349289,-0.4595595279999999
450,2512-CAJA DE AHORROS,2512,38.368767955,-0.45807859
451,2513-COMPLEJO VISTAHERMOSA,2513,38.372726801,-0.45574238
452,2514-ONCE,2514,38.382493536,-0.450752361
453,2515-DÉNIA-ESTACIÓN DE SERVICIO,2515,38.386622846,-0.447150035
454,4304-C.P. SOROLLA,4304,38.350490401,-0.497186531
455,4305-LA COLMENA,4305,38.348238646,-0.499335069
456,4306-C. SALUD SAN BLAS,4306,38.349424324,-0.500850344
457,5101-LAS FRANCISCANAS,5101,38.348393861,-0.503231353
458,5102-GUTIÉRREZ MELLADO,5102,38.348101904,-0.505598376
459,5103-PUENTE ROJO,5103,38.349097451,-0.50749786
460,5104-M. ALBEROLA,5104,38.35059671,-0.5068170950000001
461,5105-FELICÍSIMO RUÍZ,5105,38.351949475,-0.508567099
463,5118-CRUZ ROJA,5118,38.35353261383914,-0.5080708553091806
464,4332-PLAZA JUAN PABLO II,4332,38.354252726,-0.510524879
465,5109-LUIS RIVERA,5109,38.352694724,-0.513107062
466,5110-JORNET NAVARRO,5110,38.350989692,-0.510041734
467,5111-RICARDO FERRÉ,5111,38.349451269,-0.508881631
468,5112-PUENTE ROJO,5112,38.34856379,-0.506978409
469,5119-GUTIÉRREZ MELLADO,5119,38.347959304,-0.505671923
470,5114-LAS FRANCISCANAS,5114,38.348408212,-0.503059234
471,4318-C. SALUD SAN BLAS,4318,38.349254715,-0.500924831
472,4319-LA COLMENA,4319,38.348534276,-0.4988328960000001
473,4320-C.P. SOROLLA,4320,38.350201792,-0.497173592
489,3526-MERCADILLO-GRAN VÍA,3526,38.35954606,-0.497618226
492,5014-HOSPITAL-GRAN VÍA,5014,38.364804749,-0.4856836490000001
495,3564-C.P. MANJÓN-CERVANTES,3564,38.357076369,-0.482026319
496,4525-ESTACIÓN-Ó. ESPLÁ,4525,38.34251498,-0.494601116
497,2602-ESTACIÓN-MAISONNAVE,2602,38.343235677,-0.493752517
498,2501-MAISONNAVE-PORTUGAL,2501,38.343300892,-0.4917481100000001
500,2609-LA MARINA (TRAM),2609,38.349042746,-0.472991251
501,2610-FINCA ADOC,2610,38.359789369,-0.452488168
502,2611-LA ISLETA (TRAM),2611,38.361940357,-0.4482357
509,2621-AV. BENIDORM (TRAM),2621,38.366105696,-0.4118105
510,2622-FONTANA,2622,38.368504064,-0.411885206
511,2624-LONDRES (TRAM),2624,38.371081988,-0.4119306189999999
512,2625-CASTILLA,2625,38.373408076,-0.411996456
513,2712-PLAZA LA CORUÑA,2712,38.375316736,-0.411928385
514,2733-MILÁN,2733,38.37735422,-0.41198162
515,2734-COSTA BLANCA (TRAM),2734,38.38024674,-0.41199291
558,2663-CASTILLA,2663,38.372890698,-0.4122323700000001
559,2664-LONDRES (TRAM),2664,38.370519593,-0.41216813
560,2666-FONTANA,2666,38.367878394,-0.412113519
566,2726-ADOLFO SUÁREZ,2726,38.362398831,-0.4337545600000001
567,2676-VISTAMAR,2676,38.361389796,-0.449433754
568,2677-FINCA ADOC,2677,38.360036242,-0.452239192
569,2678-LA MARINA (TRAM),2678,38.349783749,-0.472256071
570,2688-RAMBLA-PORTAL DE ELCHE,2688,38.344724761,-0.483358374
571,3100-MERCADO-EL SABIO,3100,38.347451631,-0.486982397
572,2947-LUCEROS-EL SABIO,2947,38.346531215,-0.4894398180000001
573,4501-MAISONNAVE-CALVO SOTELO,4501,38.343559253,-0.489508207
574,2700-IGLESIA DE SANTIAGO,2700,38.362239116,-0.4375709959999999
575,2727-ADOLFO SUÁREZ,2727,38.362290023,-0.433312098
576,2701-ALMADRABA,2701,38.360978993,-0.432282751
577,2702-IES CAP DE L'HORTA,2702,38.359411374,-0.431468498
578,2703-VENECIA,2703,38.358523927,-0.429623206
579,2704-PALANGRE-LAS REDES,2704,38.358870362,-0.427345174
580,2705-PALANGRE-TRIDENTE,2705,38.359167112,-0.424038986
581,2706-PARQUE DEL CABO,2706,38.357381748,-0.422340101
582,2707-C.C. AZAHARA,2707,38.359218036,-0.419803155
583,2708-C.P. VORAMAR,2708,38.361279196,-0.419295045
584,2724-CAMINO DEL FARO,2724,38.362125567,-0.416815994
585,2709-C.P. EL FARO,2709,38.359350007,-0.41516392
586,2710-CABO DE LAS HUERTAS-EL FARO,2710,38.3575848,-0.413567521
587,2711-LA DORADA,2711,38.361508981,-0.412558007
590,2729-IES PLAYA DE SAN JUAN,2729,38.376943994,-0.416254191
591,2731-AV. BENIDORM (TRAM),2731,38.365551545,-0.412013367
592,2713-PLAYA HUERTAS,2713,38.362713055,-0.413224611
593,2714-CAMINO DEL FARO,2714,38.362686208,-0.416498505
594,2715-C.P. VORAMAR,2715,38.360638273,-0.41964969
595,2716-C.C. AZAHARA,2716,38.359304607,-0.420051832
596,2717-PARQUE DEL CABO,2717,38.357341708,-0.4221584350000001
597,2718-PALANGRE-TRIDENTE,2718,38.35924115,-0.424127906
598,2719-PALANGRE-LAS REDES,2719,38.358956414,-0.427570991
599,2720-VENECIA,2720,38.358623967,-0.4296654369999999
600,2721-IES CAP DE L'HORTA,2721,38.359250795,-0.431130879
601,2722-ALMADRABA,2722,38.361985877,-0.432590451
602,4716-LA MARJAL,4716,38.37632893,-0.41982435
605,REYES CATOLICOS 17,4447,38.342601001,-0.4897815780000001
613,2843-HOSPITAL SANT JOAN,2843,38.3893995,-0.43529607
644,3132-Ó. ESPLÁ-SEMPERE,3132,38.340022757,-0.493508699
677,3047-PANTEÓN DE QUIJANO,3047,38.351618963,-0.4846756230000001
678,3008-CASTELLÓ-ESMERALDA,3008,38.374711547,-0.487148863
679,3009-INTERCITY,3009,38.380084828,-0.488553859
680,3010-VILLA MARÍA,3010,38.381814095,-0.4889404279999999
681,3011-LAS PARRAS,3011,38.385491063,-0.490656206
682,3012-LOS POSTIGOS,3012,38.387920265,-0.49006845
683,3048-POLIDEPORTIVO VILLAFRANQUEZA,3048,38.389255511,-0.4901481600000001
684,3013-VILLAFRANQUEZA-IGLESIA,3013,38.386751889,-0.4910476029999999
685,3030-LAS PARRAS,3030,38.385051355,-0.490740102
686,3031-VILLA MARÍA,3031,38.381808036,-0.489078002
687,3032-INTERCITY,3032,38.379691121,-0.488681954
688,3033-CASTELLÓ-ESMERALDA,3033,38.375354488,-0.487298288
707,3131-PARQUE DEL MAR,3131,38.333024111,-0.505864297
708,3108-SAN GABRIEL-CERCANÍAS,3108,38.328952163,-0.509286921
709,3109-PARQUE EL PALMERAL,3109,38.319670217,-0.513893857
710,3139-CIUDAD DE LA LUZ,3139,38.311158989,-0.523424967
712,3141-MORENO-ELCHE,3141,38.306608315,-0.518719973
713,3113-URBANOVA-PARKING,3113,38.287358003,-0.521937042
714,3137-URBANOVA-BERTOMEU,3137,38.283570951,-0.522237414
715,3138-URBANOVA-LATORRE,3138,38.281581241,-0.522739508
716,3115-URBANOVA-CASASEMPERE,3115,38.279952628,-0.521994752
717,3112-AGUA AMARGA,3112,38.30749806,-0.518186474
718,3116-URBANOVA-LATORRE,3116,38.281750144,-0.522630881
719,3117-URBANOVA-ROCH,3117,38.284449166,-0.522436159
720,3118-URBANOVA-PARKING,3118,38.287694115,-0.521639797
721,3119-AGUA AMARGA,3119,38.308028855,-0.517722386
724,3144-CIUDAD DE LA LUZ,3144,38.311153917,-0.5231849870000001
725,3121-SAN GABRIEL-CERCANÍAS,3121,38.328791807,-0.508949257
829,3506-LA VIÑA-ORIÓN,3506,38.343638685,-0.507570744
830,3507-ISLA DE CORFÚ,3507,38.353006476,-0.502775278
839,3516-MERCADILLO-GRAN VÍA,3516,38.359365044,-0.498002099
840,3518-ISLA DE CORFÚ,3518,38.352949317,-0.503475233
841,3519-LA VIÑA-ORIÓN,3519,38.34327926,-0.50804071
845,2957-PARQUE H. Y J. FRANCÉS,2957,38.38307475,-0.42870774
846,2958-TORRE PLÁCIDA,2958,38.38110777,-0.42612181
847,2959-CAMPO DE GOLF (TRAM),2959,38.37871603,-0.42307035
850,3600-LA CALITA,3600,38.35584774,-0.42715476
851,3608-PARQUE DEL CABO,3608,38.35652639,-0.42195852
852,3609-CAMINO DEL FARO,3609,38.36249689,-0.4164938
853,3602-PLAYA HUERTAS,3602,38.36268081,-0.41217293
854,2952-CAMPO DE GOLF (TRAM),2952,38.37943161,-0.4236516
855,2953-TORRE PLÁCIDA,2953,38.38097042,-0.42561158
856,2954-PARQUE H. Y J. FRANCÉS,2954,38.3832418,-0.42851866
857,2976-LA CADENA,2976,38.3881101,-0.43809964
858,3700-BELANDO 6,3700,38.3472237,-0.488958223
859,3701-BELANDO 30,3701,38.348541067,-0.489885226
860,3702-M. BARBIERI,3702,38.349593646,-0.490649781
861,3709-CONSERVATORIO,3709,38.352746967,-0.4910557340000001
862,3703-CIUDAD DEPORTIVA,3703,38.356342532,-0.494021104
863,3704-CENTRO DE TECNIFICACIÓN,3704,38.354687606,-0.494581695
864,3705-CAMINO DE RONDA,3705,38.35520135,-0.492904765
865,3706-CONSERVATORIO,3706,38.352977204,-0.49128807
866,3710-MARQUÉS DE MOLINS,3710,38.349744749,-0.490553025
867,3707-M. GAZTAMBIDE,3707,38.349181247,-0.489485521
868,3708-P. IGLESIAS,3708,38.347643374,-0.488360194
1082,2507-MARQ-CASTILLO (TRAM),2507,38.35209296,-0.476134715
1083,3675-ELCHE-F. MAYO,3675,38.33682312,-0.50105499
1137,4253-AGUILERA-JUZGADOS,4253,38.342978130,-0.501941616
1138,4254-PRINCESA MERCEDES,4254,38.344474032,-0.503217345
1139,4255-BOTÁNICO,4255,38.344159929,-0.505813820
1140,4210-C.P. GABRIEL MIRÓ,4210,38.346385585,-0.506240825
1141,4211-R. MENDIZÁBAL,4211,38.344955176,-0.505077163
1142,4212-PRINCESA MERCEDES,4212,38.344715930,-0.503575148
1144,3561-ÁVILA,3561,38.374149303,-0.487820744
1145,3582-C.P. LA PAZ,3582,38.372537715,-0.492924017
1146,6121-RÍO MUNI,6121,38.344483882,-0.517243822
1147,6126-RÍO MUNI,6126,38.344515535,-0.517036800
1148,6122-PUERTA DE ALICANTE,6122,38.342898985,-0.516863229
1149,6127-HERNÁNDEZ MATA-LLIBER,6127,38.343370617,-0.516583968
1150,6123-DE LA VEGA,6123,38.343276764,-0.515557491
1151,6118-PUERTA DE ALICANTE,6118,38.342168732,-0.516419116
1154,3670-ELCHE-F. MAYO,3670,38.33718079,-0.50008174
1159,4416-BAS MINGOT-PLAZA,4416,38.374639244,-0.481268194
1160,3110-EUIPO-ELCHE,3110,38.312891293,-0.516721601
1161,3111-EUIPO,3111,38.314011121,-0.519393765
1162,3120-EUIPO-ELCHE,3120,38.312460359,-0.516370360
1163,3130-EUIPO,3130,38.313626,-0.519255
1169,6098-PÉREZ GALDÓS-TUCUMÁN,6098,38.347241071,-0.493133778
1170,6203-PÉREZ GALDÓS-TUCUMÁN,6203,38.347299009,-0.493314843
1171,6099-REPRESENTANTES,6099,38.351629663,-0.487272634
1178,4202-CHAPA,4202,38.349279875,-0.527583558
1179,4201-MINA,4201,38.351434009,-0.528894747
1180,4200-CEMENTERIO,4200,38.353562565,-0.530275535
1183,5013-GRAN VÍA-BENISAUDET,5013,38.364258124,-0.487922761
1191,3145-TORMOS,3145,38.305041772,-0.521334813
1192,3146-ELCHE-ORBA,3146,38.303697947,-0.521700766
1193,3651-ELCHE-ANTELLA,3651,38.302330554,-0.527350218
1205,4805-COCHERAS,4805,38.365410155,-0.477803245
1206,4816-SIDI-IFNI,4816,38.365057467,-0.482768034
1208,4804-COCHERAS,4804,38.365834543,-0.477845148
1209,4815-SIDI-IFNI,4815,38.365222384,-0.482895069
1210,3147-LA VIÑA-ORIÓN,3147,38.343628195,-0.507924631
1217,3920-PLAZA DE TOROS,3920,38.352968,-0.485237
1220,3652-ELCHE-BENIJÓFAR,3652,38.301635,-0.533167
1221,3665-MORENO-CINE,3665,38.306319,-0.522510
1224,4287-VÍA PARQUE-NOVELDA,4287,38.367011,-0.497237
1225,4229-C. SOCIAL TÓMBOLA,4229,38.366752,-0.498603
1226,4228-V. DEL PUIG-IGLESIA,4228,38.368413,-0.499089
1243,4499-LÓPEZ TORREGROSA,4499,38.347255,-0.485098
1273,4197-LA LUNA-TANATORIO,4197,38.345042,-0.524904
1274,4198-LA LUNA-TANATORIO,4198,38.345414,-0.524329
1275,4299-SAMARITANA,4299,38.349131,-0.525158
1276,4298-NUEVO CEMENTERIO,4298,38.353038,-0.527796
1280,4294-LA NUCÍA-TEULADA,4294,38.362878,-0.498530
1281,3154-DESALADORA,3154,38.299649,-0.521172
1282,3156-DESALADORA,3156,38.298971,-0.520629
1292,3035-C.P. VIRGEN DEL REMEDIO,3035,38.37057789749613,-0.48645935961732245
1303,4081-BILBAO,4081,38.343795044104986,-0.48352668457769055
1311,4445-MUNTANYETA-SOTO,4445,38.344601220563916,-0.4894660498882855
1312,6143-J. VERDAGUER,6143,38.364469,-0.505805
1313,6142-CINCO SOLES,6142,38.366339,-0.506408
1314,6144-P. HORADADA,6144,38.363554,-0.504375
1319,4082-R. ALTAMIRA,4082,38.34432819993485,-0.4828881871311651
1366,6165-PLA VALLONGA-MISTRAL,6165,38.3478805,-0.5556007
1385,2963-JUAN MATOS,2963,38.3642241,-0.4338839
1386,3553-EL PINOSO,3553,38.3594806,-0.4825437
1387,4256-ORIÓN-VICENTE CHAVARRI,4256,38.34165,-0.50827
1388,4363-GISBERT-ALCALÁ,4363,38.3478186,-0.4980946
1389,4717-CONDOMINA (TRAM),4717,38.3746632,-0.4260712
1390,4718-PARQUE DE BOMBEROS,4718,38.3718722,-0.4339201
1391,4743-JUAN MATOS,4743,38.3642811,-0.4340919
1392,4759-NACIONES-HOLANDA (TRAM),4759,38.36916,-0.41972
1393,6153-C.C. VISTAHERMOSA-SUR,6153,38.3694222,-0.4676967
1394,6154-C.C. VISTAHERMOSA-NORTE,6154,38.3711743,-0.4669681
1395,6156-IES RADIO EXTERIOR,6156,38.3650311,-0.4195027
1396,6159-VISTAHERMOSA-EUCALIPTO,6159,38.369782,-0.46428
1397,6160-PAU 5-CONSTITUCIÓN,6160,38.3867927,-0.4183619
1398,6161-GARBERÍ-R. SOLER,6161,38.3835802,-0.4146229
1399,6162-LA MARJAL,6162,38.3764045,-0.4208246
1400,6163-PAÍSES ESCANDINAVOS (TRAM),6163,38.37197,-0.41983
1401,6164-LA MARJAL,6164,38.37589,-0.42
1402,6166-PÍO XII,6166,38.35582,-0.48011
113,VAZQUEZ DE MELLA - TRAM STATION,2845,38.35228721,-0.476368252
474,ALICANTE 3,2805,38.411059653,-0.442647649
475,CARLOS SOLER 50,3467,38.414723481,-0.444556783
476,CARLOS SOLER 70,2850,38.416429589,-0.445527307
477,JAUME II - INSTITUT L'ALLUSSER,2866,38.420986994,-0.446683675
478,MARE DE DEU MONTSERRAT  3,2861,38.422740329,-0.448168061
481,ALFONSO XII 49,2867,38.421154987,-00.448189561
482,LA SOLEDAD 21,2811,38.418129414,-0.4470363680000001
483,PLAZA SAN ROQUE,2858,38.416037671,-0.446148099
484,PLAZA NUEVA,2857,38.413546028,-0.445102201
485,ALICANTE 8,2814,38.410661506,-0.442570092
486,2945-PLAZA DE ESPAÑA,2945,38.352178581,-0.485560182
499,2607-PUERTA DEL MAR,2607,38.34425647,-0.47959906
503,CONDOMINA 30,2613,38.363394454,-0.433959688
504,CONDOMINA 36,2614,38.363471069,-0.430878544
505,CONDOMINA 52,2615,38.363715943,-0.425617069
506,CONDOMINA 64,2616,38.36428097,-0.422221019
507,CATALUÑA 27,2618,38.364357745,-0.417526207
508,CATALUÑA 17,2619,38.363780988,-0.414662834
516,AV. JOAQUIN ARIAS (CONSUM) I,2735,38.383965527,-0.411883136
517,JUAN DE LA CIERVA (PARQUE),2736,38.385518511,-0.4116216740000001
518,JUAN DE LA CIERVA 39,2737,38.387913233,-0.411124095
519,JUAN DE LA CIERVA - ISAAC PERAL I,2738,38.390084405,-0.4107031340000001
520,JUAN DE LA CIERVA - SEVERO OCHOA,2739,38.39226957449761,-0.410256126685199
521,JUAN DE LA CIERVA - BARCELONA I,2740,38.39630156,-0.409485014
522,BARCELONA - LES ANCORES I,2741,38.397040194,-0.411920202
523,FABRAQUER - CENTRO COMERCIAL,2742,38.398675271,-0.412926627
524,FABRAQUER - LICEO FRANCÉS I,2743,38.400801583,-0.412106496
525,FABRAQUER - GINGOLER I,2744,38.404861354,-0.409488233
526,MONGOMIT - FABRAQUER,2745,38.408348134,-0.407852054
527,JAUME I - VELÁZQUEZ I,2635,38.408887805,-0.402931663
528,JAUME I 44 - MURILLO,2636,38.411707627,-0.401696884
529,JAUME I 36,2697,38.412794675,-0.40074176
530,JAUME I 22 - RINCÓN DE LA ZOFRA,2637,38.413822257,-0.397922078
531,JAUME I 3 - CABO VERDE,2638,38.41555532,-0.3940118989999999
532,SANT BARTOLOMEU 10,2639,38.420450708,-0.392117841
533,SANT BARTOLOMEU - PLAZA PESCADOR,2640,38.423678506,-0.391406039
534,FURS - INSTITUTO,2746,38.425742245,-0.392637434
535,ESTACIÓN - FGV V,3083,38.427952655,-0.394791401
536,LA MAR 29,2537,38.428542415,-0.392548065
537,SANT BARTOLOMEU 51,2643,38.42619722222222,-0.391125
538,SANT BARTOLOMEU 33,2644,38.423861371,-0.3915254409999999
539,SANT BARTOLOMEU 5,2645,38.420463026,-0.392266286
540,JAUME I - RIO MONNEGRE,2646,38.415531623,-0.39416163
541,JAUME I 20,2647,38.413911623,-0.397483696
542,JAUME I 38,2648,38.412065462,-0.401580987
543,JAUME I - VELÁZQUEZ II,2687,38.408872338,-0.403046729
544,FABRAQUER - MONGOMIT,2651,38.408449818,-0.408375163
545,FABRAQUER - GINGOLER II,2652,38.40465808,-0.409667255
546,FABRAQUER - LICEO FRANCÉS II,2679,38.400898442,-0.412412183
547,FABRAQUER 36 - CENTRO COMERCIAL,2653,38.398555546,-0.413217136
548,BARCELONA - LES ANCORES II,2691,38.396936455,-0.412118543
549,JUAN DE LA CIERVA - BARCELONA II,2696,38.396377129,-0.409642602
550,JUAN DE LA CIERVA 22 - SEVERO OCHOA,2692,38.391917504,-0.410477393
551,JUAN DE LA CIERVA - ISAAC PERAL II,2693,38.389890383,-0.410893232
552,JUAN DE LA CIERVA 46,2747,38.388006805,-0.411281024
553,JUAN DE LA CIERVA 70,2748,38.385584819,-0.411768124
554,AV. JOAQUIN ARIAS (CONSUM) II,2749,38.383915047,-0.412045197
555,C. BLANCA- MTRO. JOSE GARBERI (PAU 5) II,2757,38.380181289,-0.412292854
556,COSTA BLANCA - MILÁN II,2758,38.377308793,-0.412372408
557,COSTA BLANCA - PLAZA DE LA CORUÑA,2759,38.375732491,-0.412394283
561,BENIDORM 5,2668,38.365917591,-0.413900077
562,BENIDORM 18,2669,38.365147901,-0.418219083
563,LA GOLETA 23,2670,38.362732168,-0.422264573
564,LA GOLETA II,2671,38.362694897,-0.426305578
565,LA GOLETA 3,2672,38.362645443,-0.429797709
588,2728-OVIEDO 10,2728,38.377205166,-0.416656951
589,3328-LA MARJAL,3328,38.376842609,-0.419828974
603,OSCAR ESPLÁ  27,4448,38.341481948,-0.494327844
604,REYES CATOLICOS 47,4449,38.341568556,-0.492059613
606,FEDERICO SOTO 20,2856,38.345133987,-0.4898313440000001
607,2503-LUCEROS-EL SABIO,2503,38.346452077,-0.489110753
608,ALFONSO EL SABIO 3,2504,38.347899544,-0.485182008
609,JAIME II FTE. 71,2505,38.350807677,-0.481305427
610,VAZQUEZ DE MELLA 15,2506,38.352274037,-0.479103418
611,2508-DENIA 60 - LA GOTETA,2508,38.356408882,-0.471121451
612,2509-DENIA 82 - COLEGIO CALASANCIO,2509,38.358755859,-0.467984339
614,AVENIDA DEL HOSPITAL I,2800,38.390360951,-0.441317206
615,ALICANTE 51,2801,38.394198136,-0.4396132890000001
616,ALICANTE - JARDÍN ASUNCIÓN RUBIO – BENI-ALI,2802,38.396871092,-0.437412217
617,MAYOR 71,2523,38.399163893,-0.435957205
618,MAYOR - PLAZA DE ESPAÑA,2821,38.401393975,-0.436164562
619,CERVANTES 26,2870,38.404256847,-0.438112906
620,MUTXAMEL 6 - EL SALT,2803,38.406267618,-0.439415907
621,MUTXAMEL 32 - RAJOLETES,2804,38.407639887,-0.440363648
622,ALICANTE 37,2864,38.409212974,-0.441430295
623,JOSE LUIS JIMENEZ VARGAS,2855,38.417944621,-0.4464129889999999
624,ALICANTE 32 - ELS OMS,2865,38.409024154,-0.4414484140000001
625,MUTXAMEL 9 - RAJOLETES,2816,38.407442814,-0.440416413
626,MUTXAMEL 1 - EL SALT,2815,38.405942246,-0.439370151
627,RAMBLA DE LA LIBERTAD 27,2847,38.4055668,-0.43703604
628,RAMBLA DE LA LIBERTAD - S. JUAN BAUTISTA,2846,38.402980312,-0.4361885950000001
629,RAMBLA 34,3410,38.400157479,-0.4352465200000001
630,MOSEN PEDRO MENA 8,2522,38.39807640669651, -0.4352329234762746
631,ALICANTE - BEN-ALI,2817,38.39676806,-0.437644844
632,ALICANTE 30,2818,38.394227647,-0.439726736
633,AVENIDA DEL HOSPITAL II,2819,38.390049086,-0.441064903
634,HOSPITAL SANT JOAN I,2841,38.389292961,-0.435333213
635,2572-DÉNIA-JESUITAS,2572,38.360696811,-0.466074222
636,2573-DENIA VIII - COLEGIO CALASANCIO,2573,38.358429299,-0.4687166529999999
637,2574-DENIA 51 - COLEGIO DE MÉDICOS,2574,38.356537895,-0.471254273
638,INDALECIO PRIETO 45,2575,38.355434674,-0.4731578679999999
639,INDALECIO PRIETO - MARQ,2576,38.353148845,-0.4762124409999999
640,VAZQUEZ DE MELLA 16,2577,38.352412188,-0.478824006
641,JAIME II 71,2578,38.350591684,-0.481736273
642,JAIME II 1 - ESTACIÓN MERCADO,2579,38.348336469,-0.484549029
645,REYES CATÓLICOS 31,2965,38.342163369,-0.490803482
646,PLAZA DE ESPAÑA - PANTEON DE QUIJANO I,2903,38.351340095,-0.484696724
647,NOVELDA 220,2913,38.377346444,-0.49953409
648,ALICANTE - SANTA ISABEL I,2914,38.381488695,-0.503638161
649,ALICANTE 133,2915,38.384384876,-0.507201684
650,ALICANTE 87 (UNIVERSIDAD),2916,38.387095775,-0.510531443
651,PERÚ 2,3403,38.390918666,-0.514464414
652,VILLAFRANQUEZA (LO TORRENT),3419,38.393842974,-0.514272567
653,CIUDAD JARDÍN 3,2970,38.392586441,-0.517051906
654,ALICANTE 23,2918,38.393722748,-0.518799027
655,ANCHA DE CASTELAR 8,2919,38.39539093368363, -0.5208650168751858
656,ANCHA DE CASTELAR 68,2920,38.397561182,-0.522629194
657,ANCHA DE CASTELAR 130,2921,38.399860362,-0.5244055010000001
658,ANCHA DE CASTELAR 178,2922,38.401767273,-0.525954851
659,ANCHA DE CASTELAR (ESQ. C\/ JÁVEA),2923,38.403325251,-0.527195571
660,ANCHA DE CASTELAR 208,2949,38.405203736,-0.5282536490000001
661,LILLO JUAN 137 - HOSPITAL SAN VICENTE,2924,38.40384828,-0.5297770040000001
662,ANCHA DE CASTELAR (FP CANASTELL),2948,38.403291893,-0.5273226640000001
663,ANCHA DE CASTELAR 153,2926,38.401533413,-0.525974284
664,ANCHA DE CASTELAR 103,2927,38.399444247,-00.524328114
665,ANCHA DE CASTELAR 53,2928,38.397132431,-0.522380509
666,ANCHA DE CASTELAR 7,2929,38.395747661,-0.521237113
667,ALICANTE 48,2930,38.393709346,-0.519017015
668,CIUDAD JARDIN 2,2971,38.392580617,-0.516777335
669,VILLAFRANQUEZA (C.P. J.R. GARCÍA ANTÓN),2972,38.393693795,-0.514460865
670,PERÚ (Pº DE LAS NACIONES),3995,38.391004316,-0.514678999
671,ALICANTE (UNIVERSIDAD),2932,38.386057662,-0.510017579
672,ALICANTE - CENTRO COMERCIAL II,2933,38.384335969,-0.507443761
673,ALICANTE - SANTA ISABEL II,2934,38.38127236,-0.503634158
674,NOVELDA 253,2935,38.377787417,-0.4999309639999999
675,OSCAR ESPLA 33,2964,38.342115635,-0.494466158
689,VARIANTE DE VILLAFRANQUEZA 10 I,3014,38.390733536,-0.488482767
690,CTRA. TANGEL - MAGISTRADO R. IZQUIERDO,3015,38.394633854,-0.487168395
691,RONDA NORTE - MANUEL LILLO,3016,38.39766924,-0.483342077
692,RONDA NORTE - GARRACHICO,3017,38.400379395,-0.478645098
693,RONDA NORTE III - CAPRICORNIO,3407,38.40208317,-0.474085894
694,CTRA. TÁNGEL - RONDA NORTE,3024,38.403505716,-0.473200431
695,CTRA. TANGEL II,3018,38.406659375,-0.471533137
696,TANGEL -CALLE UNICA,3019,38.409563423,-0.468740722
697,AMETLER 16,3020,38.412830868,-0.4710887160000001
698,AMETLER 56,3021,38.411310025,-0.476604246
699,PI 23,3022,38.409966187,-0.472368208
700,AMETLER 1,3023,38.411192673,-0.4703328339999999
701,RONDA NORTE V - CTRA.MONNEGRE II,3414,38.407396023,-0.4655987010000001
702,RONDA S.VICENTE - S.JUAN - CTRA. TANGEL,3415,38.40289125,-0.473118803
703,RONDA NORTE 58,3026,38.400404549,-0.478976271
704,RONDA NORTE VIII,3027,38.399278414,-0.481076399
705,CTRA. TANGEL - FONT DE SALA,3028,38.39453023,-0.487378069
706,VARIANTE DE VILLAFRANQUEZA 10 II,3029,38.390745976,-0.488642614
726,CTRA. LA ALCORAYA - CAMI EL TRINQUET V,3233,38.370093311,-0.6308663450000001
728,CTRA. LA ALCORAYA 323 - CAMINO DE LA FIESTA,3235,38.375393146,-0.627385441
729,CTRA. LA ALCORAYA 301 - PARTIDA SAN ISIDRO,3236,38.377531268,-0.623515328
730,CTRA. LA ALCORAYA - CAMINO DE ALICANTE,3237,38.379032618,-0.617582569
731,CTRA. LA ALCORAYA - CAMINO DEL CHAPARRAL,3238,38.381999852,-0.611967636
732,CTRA. LA ALCORAYA 231 - CAMINO DE LAS VIUDAS II,3239,38.385897885,-0.606058238
733,CTRA. LA ALCORAYA FTE. 190 - FABRICA YESOS,3240,38.392139463,-0.598444864
